r,rho,m
2.0608640000e-05,1.0000000000e+15,3.6403360000e+12
2.0609250000e-05,1.0000000000e+15,3.6521590000e+12
2.0609860000e-05,1.0000000000e+15,3.6640200000e+12
2.0610460000e-05,1.0000000000e+15,3.6759200000e+12
2.0611070000e-05,1.0000000000e+15,3.6878580000e+12
2.0611680000e-05,1.0000000000e+15,3.6998350000e+12
2.0612290000e-05,1.0000000000e+15,3.7118510000e+12
2.0612900000e-05,1.0000000000e+15,3.7239060000e+12
2.0613510000e-05,1.0000000000e+15,3.7360000000e+12
2.0614110000e-05,1.0000000000e+15,3.7481340000e+12
2.0614720000e-05,1.0000000000e+15,3.7603070000e+12
2.0615330000e-05,1.0000000000e+15,3.7725190000e+12
2.0615940000e-05,1.0000000000e+15,3.7847710000e+12
2.0616550000e-05,1.0000000000e+15,3.7970630000e+12
2.0617160000e-05,1.0000000000e+15,3.8093950000e+12
2.0617760000e-05,1.0000000000e+15,3.8217670000e+12
2.0618370000e-05,1.0000000000e+15,3.8341790000e+12
2.0618980000e-05,1.0000000000e+15,3.8466310000e+12
2.0619590000e-05,1.0000000000e+15,3.8591240000e+12
2.0620190000e-05,1.0000000000e+15,3.8716570000e+12
2.0620800000e-05,1.0000000000e+15,3.8842310000e+12
2.0621410000e-05,1.0000000000e+15,3.8968460000e+12
2.0622020000e-05,1.0000000000e+15,3.9095020000e+12
2.0622630000e-05,1.0000000000e+15,3.9221990000e+12
2.0623230000e-05,1.0000000000e+15,3.9349370000e+12
2.0623840000e-05,1.0000000000e+15,3.9477160000e+12
2.0624450000e-05,1.0000000000e+15,3.9605370000e+12
2.0625060000e-05,1.0000000000e+15,3.9734000000e+12
2.0625660000e-05,1.0000000000e+15,3.9863040000e+12
2.0626270000e-05,1.0000000000e+15,3.9992510000e+12
2.0626880000e-05,1.0000000000e+15,4.0122390000e+12
2.0627490000e-05,1.0000000000e+15,4.0252700000e+12
2.0628090000e-05,1.0000000000e+15,4.0383430000e+12
2.0628700000e-05,1.0000000000e+15,4.0514580000e+12
2.0629310000e-05,1.0000000000e+15,4.0646160000e+12
2.0629920000e-05,1.0000000000e+15,4.0778170000e+12
2.0630520000e-05,1.0000000000e+15,4.0910600000e+12
2.0631130000e-05,1.0000000000e+15,4.1043470000e+12
2.0631740000e-05,1.0000000000e+15,4.1176770000e+12
2.0632340000e-05,1.0000000000e+15,4.1310500000e+12
2.0632950000e-05,1.0000000000e+15,4.1444660000e+12
2.0633560000e-05,1.0000000000e+15,4.1579260000e+12
2.0634170000e-05,1.0000000000e+15,4.1714300000e+12
2.0634770000e-05,1.0000000000e+15,4.1849780000e+12
2.0635380000e-05,1.0000000000e+15,4.1985690000e+12
2.0635990000e-05,1.0000000000e+15,4.2122050000e+12
2.0636590000e-05,1.0000000000e+15,4.2258850000e+12
2.0637200000e-05,1.0000000000e+15,4.2396090000e+12
2.0637810000e-05,1.0000000000e+15,4.2533780000e+12
2.0638410000e-05,1.0000000000e+15,4.2671920000e+12
2.0639020000e-05,1.0000000000e+15,4.2810510000e+12
2.0639630000e-05,1.0000000000e+15,4.2949540000e+12
2.0640230000e-05,1.0000000000e+15,4.3089030000e+12
2.0640840000e-05,1.0000000000e+15,4.3228970000e+12
2.0641450000e-05,1.0000000000e+15,4.3369370000e+12
2.0642050000e-05,1.0000000000e+15,4.3510220000e+12
2.0642660000e-05,1.0000000000e+15,4.3651530000e+12
2.0643270000e-05,1.0000000000e+15,4.3793300000e+12
2.0643870000e-05,1.0000000000e+15,4.3935520000e+12
2.0644480000e-05,1.0000000000e+15,4.4078210000e+12
2.0645090000e-05,1.0000000000e+15,4.4221370000e+12
2.0645690000e-05,1.0000000000e+15,4.4364990000e+12
2.0646300000e-05,1.0000000000e+15,4.4509070000e+12
2.0646900000e-05,1.0000000000e+15,4.4653620000e+12
2.0647510000e-05,1.0000000000e+15,4.4798640000e+12
2.0648120000e-05,1.0000000000e+15,4.4944140000e+12
2.0648720000e-05,1.0000000000e+15,4.5090100000e+12
2.0649330000e-05,1.0000000000e+15,4.5236540000e+12
2.0649940000e-05,1.0000000000e+15,4.5383460000e+12
2.0650540000e-05,1.0000000000e+15,4.5530850000e+12
2.0651150000e-05,1.0000000000e+15,4.5678720000e+12
2.0651750000e-05,1.0000000000e+15,4.5827070000e+12
2.0652360000e-05,1.0000000000e+15,4.5975910000e+12
2.0652970000e-05,1.0000000000e+15,4.6125220000e+12
2.0653570000e-05,1.0000000000e+15,4.6275020000e+12
2.0654180000e-05,1.0000000000e+15,4.6425310000e+12
2.0654780000e-05,1.0000000000e+15,4.6576090000e+12
2.0655390000e-05,1.0000000000e+15,4.6727350000e+12
2.0655990000e-05,1.0000000000e+15,4.6879110000e+12
2.0656600000e-05,1.0000000000e+15,4.7031360000e+12
2.0657210000e-05,1.0000000000e+15,4.7184100000e+12
2.0657810000e-05,1.0000000000e+15,4.7337350000e+12
2.0658420000e-05,1.0000000000e+15,4.7491080000e+12
2.0659020000e-05,1.0000000000e+15,4.7645320000e+12
2.0659630000e-05,1.0000000000e+15,4.7800060000e+12
2.0660230000e-05,1.0000000000e+15,4.7955300000e+12
2.0660840000e-05,1.0000000000e+15,4.8111040000e+12
2.0661440000e-05,1.0000000000e+15,4.8267300000e+12
2.0662050000e-05,1.0000000000e+15,4.8424050000e+12
2.0662660000e-05,1.0000000000e+15,4.8581320000e+12
2.0663260000e-05,1.0000000000e+15,4.8739100000e+12
2.0663870000e-05,1.0000000000e+15,4.8897390000e+12
2.0664470000e-05,1.0000000000e+15,4.9056190000e+12
2.0665080000e-05,1.0000000000e+15,4.9215520000e+12
2.0665680000e-05,1.0000000000e+15,4.9375350000e+12
2.0666290000e-05,1.0000000000e+15,4.9535710000e+12
2.0666890000e-05,1.0000000000e+15,4.9696590000e+12
2.0667500000e-05,1.0000000000e+15,4.9857990000e+12
2.0668100000e-05,1.0000000000e+15,5.0019910000e+12
2.0668710000e-05,1.0000000000e+15,5.0182360000e+12
2.0669310000e-05,1.0000000000e+15,5.0345340000e+12
2.0669920000e-05,1.0000000000e+15,5.0508850000e+12
2.0670520000e-05,1.0000000000e+15,5.0672890000e+12
2.0671130000e-05,1.0000000000e+15,5.0837460000e+12
2.0671730000e-05,1.0000000000e+15,5.1002560000e+12
2.0672340000e-05,1.0000000000e+15,5.1168200000e+12
2.0672940000e-05,1.0000000000e+15,5.1334380000e+12
2.0673550000e-05,1.0000000000e+15,5.1501100000e+12
2.0674150000e-05,1.0000000000e+15,5.1668360000e+12
2.0674750000e-05,1.0000000000e+15,5.1836170000e+12
2.0675360000e-05,1.0000000000e+15,5.2004520000e+12
2.0675960000e-05,1.0000000000e+15,5.2173410000e+12
2.0676570000e-05,1.0000000000e+15,5.2342860000e+12
2.0677170000e-05,1.0000000000e+15,5.2512850000e+12
2.0677780000e-05,1.0000000000e+15,5.2683400000e+12
2.0678380000e-05,1.0000000000e+15,5.2854500000e+12
2.0678990000e-05,1.0000000000e+15,5.3026150000e+12
2.0679590000e-05,1.0000000000e+15,5.3198370000e+12
2.0680200000e-05,1.0000000000e+15,5.3371140000e+12
2.0680800000e-05,1.0000000000e+15,5.3544470000e+12
2.0681400000e-05,1.0000000000e+15,5.3718370000e+12
2.0682010000e-05,1.0000000000e+15,5.3892830000e+12
2.0682610000e-05,1.0000000000e+15,5.4067860000e+12
2.0683220000e-05,1.0000000000e+15,5.4243460000e+12
2.0683820000e-05,1.0000000000e+15,5.4419630000e+12
2.0684420000e-05,1.0000000000e+15,5.4596370000e+12
2.0685030000e-05,1.0000000000e+15,5.4773680000e+12
2.0685630000e-05,1.0000000000e+15,5.4951570000e+12
2.0686240000e-05,1.0000000000e+15,5.5130030000e+12
2.0686840000e-05,1.0000000000e+15,5.5309080000e+12
2.0687440000e-05,1.0000000000e+15,5.5488710000e+12
2.0688050000e-05,1.0000000000e+15,5.5668920000e+12
2.0688650000e-05,1.0000000000e+15,5.5849720000e+12
2.0689260000e-05,1.0000000000e+15,5.6031100000e+12
2.0689860000e-05,1.0000000000e+15,5.6213070000e+12
2.0690460000e-05,1.0000000000e+15,5.6395640000e+12
2.0691070000e-05,1.0000000000e+15,5.6578790000e+12
2.0691670000e-05,1.0000000000e+15,5.6762550000e+12
2.0692270000e-05,1.0000000000e+15,5.6946890000e+12
2.0692880000e-05,1.0000000000e+15,5.7131840000e+12
2.0693480000e-05,1.0000000000e+15,5.7317390000e+12
2.0694080000e-05,1.0000000000e+15,5.7503540000e+12
2.0694690000e-05,1.0000000000e+15,5.7690290000e+12
2.0695290000e-05,1.0000000000e+15,5.7877660000e+12
2.0695900000e-05,1.0000000000e+15,5.8065630000e+12
2.0696500000e-05,1.0000000000e+15,5.8254210000e+12
2.0697100000e-05,1.0000000000e+15,5.8443400000e+12
2.0697710000e-05,1.0000000000e+15,5.8633210000e+12
2.0698310000e-05,1.0000000000e+15,5.8823630000e+12
2.0698910000e-05,1.0000000000e+15,5.9014670000e+12
2.0699510000e-05,1.0000000000e+15,5.9206340000e+12
2.0700120000e-05,1.0000000000e+15,5.9398620000e+12
2.0700720000e-05,1.0000000000e+15,5.9591530000e+12
2.0701320000e-05,1.0000000000e+15,5.9785070000e+12
2.0701930000e-05,1.0000000000e+15,5.9979230000e+12
2.0702530000e-05,1.0000000000e+15,6.0174030000e+12
2.0703130000e-05,1.0000000000e+15,6.0369450000e+12
2.0703740000e-05,1.0000000000e+15,6.0565520000e+12
2.0704340000e-05,1.0000000000e+15,6.0762220000e+12
2.0704940000e-05,1.0000000000e+15,6.0959550000e+12
2.0705550000e-05,1.0000000000e+15,6.1157530000e+12
2.0706150000e-05,1.0000000000e+15,6.1356160000e+12
2.0706750000e-05,1.0000000000e+15,6.1555420000e+12
2.0707350000e-05,1.0000000000e+15,6.1755340000e+12
2.0707960000e-05,1.0000000000e+15,6.1955900000e+12
2.0708560000e-05,1.0000000000e+15,6.2157120000e+12
2.0709160000e-05,1.0000000000e+15,6.2358980000e+12
2.0709760000e-05,1.0000000000e+15,6.2561510000e+12
2.0710370000e-05,1.0000000000e+15,6.2764690000e+12
2.0710970000e-05,1.0000000000e+15,6.2968530000e+12
2.0711570000e-05,1.0000000000e+15,6.3173040000e+12
2.0712170000e-05,1.0000000000e+15,6.3378200000e+12
2.0712780000e-05,1.0000000000e+15,6.3584040000e+12
2.0713380000e-05,1.0000000000e+15,6.3790540000e+12
2.0713980000e-05,1.0000000000e+15,6.3997710000e+12
2.0714580000e-05,1.0000000000e+15,6.4205560000e+12
2.0715190000e-05,1.0000000000e+15,6.4414080000e+12
2.0715790000e-05,1.0000000000e+15,6.4623280000e+12
2.0716390000e-05,1.0000000000e+15,6.4833160000e+12
2.0716990000e-05,1.0000000000e+15,6.5043720000e+12
2.0717590000e-05,1.0000000000e+15,6.5254960000e+12
2.0718200000e-05,1.0000000000e+15,6.5466890000e+12
2.0718800000e-05,1.0000000000e+15,6.5679510000e+12
2.0719400000e-05,1.0000000000e+15,6.5892810000e+12
2.0720000000e-05,1.0000000000e+15,6.6106820000e+12
2.0720600000e-05,1.0000000000e+15,6.6321510000e+12
2.0721210000e-05,1.0000000000e+15,6.6536900000e+12
2.0721810000e-05,1.0000000000e+15,6.6753000000e+12
2.0722410000e-05,1.0000000000e+15,6.6969790000e+12
2.0723010000e-05,1.0000000000e+15,6.7187290000e+12
2.0723610000e-05,1.0000000000e+15,6.7405500000e+12
2.0724220000e-05,1.0000000000e+15,6.7624410000e+12
2.0724820000e-05,1.0000000000e+15,6.7844030000e+12
2.0725420000e-05,1.0000000000e+15,6.8064370000e+12
2.0726020000e-05,1.0000000000e+15,6.8285420000e+12
2.0726620000e-05,1.0000000000e+15,6.8507200000e+12
2.0727220000e-05,1.0000000000e+15,6.8729690000e+12
2.0727830000e-05,1.0000000000e+15,6.8952900000e+12
2.0728430000e-05,1.0000000000e+15,6.9176840000e+12
2.0729030000e-05,1.0000000000e+15,6.9401510000e+12
2.0729630000e-05,1.0000000000e+15,6.9626900000e+12
2.0730230000e-05,1.0000000000e+15,6.9853030000e+12
2.0730830000e-05,1.0000000000e+15,7.0079890000e+12
2.0731430000e-05,1.0000000000e+15,7.0307490000e+12
2.0732040000e-05,1.0000000000e+15,7.0535830000e+12
2.0732640000e-05,1.0000000000e+15,7.0764910000e+12
2.0733240000e-05,1.0000000000e+15,7.0994740000e+12
2.0733840000e-05,1.0000000000e+15,7.1225310000e+12
2.0734440000e-05,1.0000000000e+15,7.1456630000e+12
2.0735040000e-05,1.0000000000e+15,7.1688700000e+12
2.0735640000e-05,1.0000000000e+15,7.1921520000e+12
2.0736240000e-05,1.0000000000e+15,7.2155100000e+12
2.0736840000e-05,1.0000000000e+15,7.2389440000e+12
2.0737450000e-05,1.0000000000e+15,7.2624540000e+12
2.0738050000e-05,1.0000000000e+15,7.2860400000e+12
2.0738650000e-05,1.0000000000e+15,7.3097030000e+12
2.0739250000e-05,1.0000000000e+15,7.3334430000e+12
2.0739850000e-05,1.0000000000e+15,7.3572600000e+12
2.0740450000e-05,1.0000000000e+15,7.3811540000e+12
2.0741050000e-05,1.0000000000e+15,7.4051260000e+12
2.0741650000e-05,1.0000000000e+15,7.4291760000e+12
2.0742250000e-05,1.0000000000e+15,7.4533040000e+12
2.0742850000e-05,1.0000000000e+15,7.4775100000e+12
2.0743450000e-05,1.0000000000e+15,7.5017950000e+12
2.0744050000e-05,1.0000000000e+15,7.5261580000e+12
2.0744660000e-05,1.0000000000e+15,7.5506010000e+12
2.0745260000e-05,1.0000000000e+15,7.5751230000e+12
2.0745860000e-05,1.0000000000e+15,7.5997250000e+12
2.0746460000e-05,1.0000000000e+15,7.6244070000e+12
2.0747060000e-05,1.0000000000e+15,7.6491690000e+12
2.0747660000e-05,1.0000000000e+15,7.6740110000e+12
2.0748260000e-05,1.0000000000e+15,7.6989340000e+12
2.0748860000e-05,1.0000000000e+15,7.7239380000e+12
2.0749460000e-05,1.0000000000e+15,7.7490230000e+12
2.0750060000e-05,1.0000000000e+15,7.7741900000e+12
2.0750660000e-05,1.0000000000e+15,7.7994380000e+12
2.0751260000e-05,1.0000000000e+15,7.8247680000e+12
2.0751860000e-05,1.0000000000e+15,7.8501810000e+12
2.0752460000e-05,1.0000000000e+15,7.8756760000e+12
2.0753060000e-05,1.0000000000e+15,7.9012540000e+12
2.0753660000e-05,1.0000000000e+15,7.9269150000e+12
2.0754260000e-05,1.0000000000e+15,7.9526590000e+12
2.0754860000e-05,1.0000000000e+15,7.9784870000e+12
2.0755460000e-05,1.0000000000e+15,8.0043990000e+12
2.0756060000e-05,1.0000000000e+15,8.0303950000e+12
2.0756660000e-05,1.0000000000e+15,8.0564760000e+12
2.0757260000e-05,1.0000000000e+15,8.0826410000e+12
2.0757860000e-05,1.0000000000e+15,8.1088910000e+12
2.0758460000e-05,1.0000000000e+15,8.1352260000e+12
2.0759060000e-05,1.0000000000e+15,8.1616470000e+12
2.0759660000e-05,1.0000000000e+15,8.1881540000e+12
2.0760260000e-05,1.0000000000e+15,8.2147460000e+12
2.0760860000e-05,1.0000000000e+15,8.2414260000e+12
2.0761460000e-05,1.0000000000e+15,8.2681910000e+12
2.0762060000e-05,1.0000000000e+15,8.2950440000e+12
2.0762660000e-05,1.0000000000e+15,8.3219840000e+12
2.0763260000e-05,1.0000000000e+15,8.3490110000e+12
2.0763860000e-05,1.0000000000e+15,8.3761270000e+12
2.0764450000e-05,1.0000000000e+15,8.4033300000e+12
2.0765050000e-05,1.0000000000e+15,8.4306210000e+12
2.0765650000e-05,1.0000000000e+15,8.4580020000e+12
2.0766250000e-05,1.0000000000e+15,8.4854710000e+12
2.0766850000e-05,1.0000000000e+15,8.5130290000e+12
2.0767450000e-05,1.0000000000e+15,8.5406770000e+12
2.0768050000e-05,1.0000000000e+15,8.5684150000e+12
2.0768650000e-05,1.0000000000e+15,8.5962420000e+12
2.0769250000e-05,1.0000000000e+15,8.6241610000e+12
2.0769850000e-05,1.0000000000e+15,8.6521690000e+12
2.0770450000e-05,1.0000000000e+15,8.6802690000e+12
2.0771050000e-05,1.0000000000e+15,8.7084600000e+12
2.0771650000e-05,1.0000000000e+15,8.7367430000e+12
2.0772240000e-05,1.0000000000e+15,8.7651170000e+12
2.0772840000e-05,1.0000000000e+15,8.7935840000e+12
2.0773440000e-05,1.0000000000e+15,8.8221430000e+12
2.0774040000e-05,1.0000000000e+15,8.8507940000e+12
2.0774640000e-05,1.0000000000e+15,8.8795390000e+12
2.0775240000e-05,1.0000000000e+15,8.9083770000e+12
2.0775840000e-05,1.0000000000e+15,8.9373090000e+12
2.0776440000e-05,1.0000000000e+15,8.9663350000e+12
2.0777030000e-05,1.0000000000e+15,8.9954550000e+12
2.0777630000e-05,1.0000000000e+15,9.0246700000e+12
2.0778230000e-05,1.0000000000e+15,9.0539790000e+12
2.0778830000e-05,1.0000000000e+15,9.0833840000e+12
2.0779430000e-05,1.0000000000e+15,9.1128840000e+12
2.0780030000e-05,1.0000000000e+15,9.1424800000e+12
2.0780630000e-05,1.0000000000e+15,9.1721730000e+12
2.0781220000e-05,1.0000000000e+15,9.2019610000e+12
2.0781820000e-05,1.0000000000e+15,9.2318460000e+12
2.0782420000e-05,1.0000000000e+15,9.2618290000e+12
2.0783020000e-05,1.0000000000e+15,9.2919090000e+12
2.0783620000e-05,1.0000000000e+15,9.3220860000e+12
2.0784220000e-05,1.0000000000e+15,9.3523610000e+12
2.0784810000e-05,1.0000000000e+15,9.3827350000e+12
2.0785410000e-05,1.0000000000e+15,9.4132080000e+12
2.0786010000e-05,1.0000000000e+15,9.4437790000e+12
2.0786610000e-05,1.0000000000e+15,9.4744500000e+12
2.0787210000e-05,1.0000000000e+15,9.5052200000e+12
2.0787810000e-05,1.0000000000e+15,9.5360900000e+12
2.0788400000e-05,1.0000000000e+15,9.5670610000e+12
2.0789000000e-05,1.0000000000e+15,9.5981320000e+12
2.0789600000e-05,1.0000000000e+15,9.6293040000e+12
2.0790200000e-05,1.0000000000e+15,9.6605770000e+12
2.0790800000e-05,1.0000000000e+15,9.6919520000e+12
2.0791390000e-05,1.0000000000e+15,9.7234280000e+12
2.0791990000e-05,1.0000000000e+15,9.7550070000e+12
2.0792590000e-05,1.0000000000e+15,9.7866890000e+12
2.0793190000e-05,1.0000000000e+15,9.8184730000e+12
2.0793780000e-05,1.0000000000e+15,9.8503610000e+12
2.0794380000e-05,1.0000000000e+15,9.8823520000e+12
2.0794980000e-05,1.0000000000e+15,9.9144470000e+12
2.0795580000e-05,1.0000000000e+15,9.9466460000e+12
2.0796180000e-05,1.0000000000e+15,9.9789500000e+12
2.0796770000e-05,1.0000000000e+15,1.0011360000e+13
2.0797370000e-05,1.0000000000e+15,1.0043870000e+13
2.0797970000e-05,1.0000000000e+15,1.0076490000e+13
2.0798570000e-05,1.0000000000e+15,1.0109220000e+13
2.0799160000e-05,1.0000000000e+15,1.0142050000e+13
2.0799760000e-05,1.0000000000e+15,1.0174990000e+13
2.0800360000e-05,1.0000000000e+15,1.0208030000e+13
2.0800950000e-05,1.0000000000e+15,1.0241190000e+13
2.0801550000e-05,1.0000000000e+15,1.0274450000e+13
2.0802150000e-05,1.0000000000e+15,1.0307820000e+13
2.0802750000e-05,1.0000000000e+15,1.0341290000e+13
2.0803340000e-05,1.0000000000e+15,1.0374880000e+13
2.0803940000e-05,1.0000000000e+15,1.0408570000e+13
2.0804540000e-05,1.0000000000e+15,1.0442380000e+13
2.0805130000e-05,1.0000000000e+15,1.0476290000e+13
2.0805730000e-05,1.0000000000e+15,1.0510310000e+13
2.0806330000e-05,1.0000000000e+15,1.0544450000e+13
2.0806930000e-05,1.0000000000e+15,1.0578690000e+13
2.0807520000e-05,1.0000000000e+15,1.0613050000e+13
2.0808120000e-05,1.0000000000e+15,1.0647520000e+13
2.0808720000e-05,1.0000000000e+15,1.0682100000e+13
2.0809310000e-05,1.0000000000e+15,1.0716790000e+13
2.0809910000e-05,1.0000000000e+15,1.0751600000e+13
2.0810510000e-05,1.0000000000e+15,1.0786510000e+13
2.0811100000e-05,1.0000000000e+15,1.0821550000e+13
2.0811700000e-05,1.0000000000e+15,1.0856690000e+13
2.0812300000e-05,1.0000000000e+15,1.0891950000e+13
2.0812890000e-05,1.0000000000e+15,1.0927320000e+13
2.0813490000e-05,1.0000000000e+15,1.0962810000e+13
2.0814090000e-05,1.0000000000e+15,1.0998420000e+13
2.0814680000e-05,1.0000000000e+15,1.1034140000e+13
2.0815280000e-05,1.0000000000e+15,1.1069970000e+13
2.0815880000e-05,1.0000000000e+15,1.1105920000e+13
2.0816470000e-05,1.0000000000e+15,1.1141990000e+13
2.0817070000e-05,1.0000000000e+15,1.1178180000e+13
2.0817670000e-05,1.0000000000e+15,1.1214480000e+13
2.0818260000e-05,1.0000000000e+15,1.1250900000e+13
2.0818860000e-05,1.0000000000e+15,1.1287440000e+13
2.0819450000e-05,1.0000000000e+15,1.1324100000e+13
2.0820050000e-05,1.0000000000e+15,1.1360880000e+13
2.0820650000e-05,1.0000000000e+15,1.1397780000e+13
2.0821240000e-05,1.0000000000e+15,1.1434790000e+13
2.0821840000e-05,1.0000000000e+15,1.1471930000e+13
2.0822440000e-05,1.0000000000e+15,1.1509190000e+13
2.0823030000e-05,1.0000000000e+15,1.1546570000e+13
2.0823630000e-05,1.0000000000e+15,1.1584070000e+13
2.0824220000e-05,1.0000000000e+15,1.1621690000e+13
2.0824820000e-05,1.0000000000e+15,1.1659430000e+13
2.0825420000e-05,1.0000000000e+15,1.1697300000e+13
2.0826010000e-05,1.0000000000e+15,1.1735290000e+13
2.0826610000e-05,1.0000000000e+15,1.1773400000e+13
2.0827200000e-05,1.0000000000e+15,1.1811640000e+13
2.0827800000e-05,1.0000000000e+15,1.1850000000e+13
2.0828390000e-05,1.0000000000e+15,1.1888480000e+13
2.0828990000e-05,1.0000000000e+15,1.1927090000e+13
2.0829590000e-05,1.0000000000e+15,1.1965830000e+13
2.0830180000e-05,1.0000000000e+15,1.2004690000e+13
2.0830780000e-05,1.0000000000e+15,1.2043680000e+13
2.0831370000e-05,1.0000000000e+15,1.2082790000e+13
2.0831970000e-05,1.0000000000e+15,1.2122030000e+13
2.0832560000e-05,1.0000000000e+15,1.2161400000e+13
2.0833160000e-05,1.0000000000e+15,1.2200900000e+13
2.0833760000e-05,1.0000000000e+15,1.2240530000e+13
2.0834350000e-05,1.0000000000e+15,1.2280280000e+13
2.0834950000e-05,1.0000000000e+15,1.2320160000e+13
2.0835540000e-05,1.0000000000e+15,1.2360170000e+13
2.0836140000e-05,1.0000000000e+15,1.2400320000e+13
2.0836730000e-05,1.0000000000e+15,1.2440590000e+13
2.0837330000e-05,1.0000000000e+15,1.2480990000e+13
2.0837920000e-05,1.0000000000e+15,1.2521530000e+13
2.0838520000e-05,1.0000000000e+15,1.2562190000e+13
2.0839110000e-05,1.0000000000e+15,1.2602990000e+13
2.0839710000e-05,1.0000000000e+15,1.2643920000e+13
2.0840300000e-05,1.0000000000e+15,1.2684990000e+13
2.0840900000e-05,1.0000000000e+15,1.2726180000e+13
2.0841490000e-05,1.0000000000e+15,1.2767510000e+13
2.0842090000e-05,1.0000000000e+15,1.2808980000e+13
2.0842680000e-05,1.0000000000e+15,1.2850580000e+13
2.0843280000e-05,1.0000000000e+15,1.2892310000e+13
2.0843870000e-05,1.0000000000e+15,1.2934190000e+13
2.0844470000e-05,1.0000000000e+15,1.2976190000e+13
2.0845060000e-05,1.0000000000e+15,1.3018330000e+13
2.0845660000e-05,1.0000000000e+15,1.3060610000e+13
2.0846250000e-05,1.0000000000e+15,1.3103030000e+13
2.0846850000e-05,1.0000000000e+15,1.3145590000e+13
2.0847440000e-05,1.0000000000e+15,1.3188280000e+13
2.0848040000e-05,1.0000000000e+15,1.3231110000e+13
2.0848630000e-05,1.0000000000e+15,1.3274080000e+13
2.0849220000e-05,1.0000000000e+15,1.3317190000e+13
2.0849820000e-05,1.0000000000e+15,1.3360440000e+13
2.0850410000e-05,1.0000000000e+15,1.3403830000e+13
2.0851010000e-05,1.0000000000e+15,1.3447370000e+13
2.0851600000e-05,1.0000000000e+15,1.3491040000e+13
2.0852200000e-05,1.0000000000e+15,1.3534850000e+13
2.0852790000e-05,1.0000000000e+15,1.3578810000e+13
2.0853390000e-05,1.0000000000e+15,1.3622910000e+13
2.0853980000e-05,1.0000000000e+15,1.3667150000e+13
2.0854570000e-05,1.0000000000e+15,1.3711540000e+13
2.0855170000e-05,1.0000000000e+15,1.3756070000e+13
2.0855760000e-05,1.0000000000e+15,1.3800750000e+13
2.0856360000e-05,1.0000000000e+15,1.3845570000e+13
2.0856950000e-05,1.0000000000e+15,1.3890540000e+13
2.0857550000e-05,1.0000000000e+15,1.3935650000e+13
2.0858140000e-05,1.0000000000e+15,1.3980910000e+13
2.0858730000e-05,1.0000000000e+15,1.4026310000e+13
2.0859330000e-05,1.0000000000e+15,1.4071870000e+13
2.0859920000e-05,1.0000000000e+15,1.4117570000e+13
2.0860520000e-05,1.0000000000e+15,1.4163420000e+13
2.0861110000e-05,1.0000000000e+15,1.4209420000e+13
2.0861700000e-05,1.0000000000e+15,1.4255560000e+13
2.0862300000e-05,1.0000000000e+15,1.4301860000e+13
2.0862890000e-05,1.0000000000e+15,1.4348310000e+13
2.0863480000e-05,1.0000000000e+15,1.4394910000e+13
2.0864080000e-05,1.0000000000e+15,1.4441660000e+13
2.0864670000e-05,1.0000000000e+15,1.4488560000e+13
2.0865270000e-05,1.0000000000e+15,1.4535620000e+13
2.0865860000e-05,1.0000000000e+15,1.4582830000e+13
2.0866450000e-05,1.0000000000e+15,1.4630190000e+13
2.0867050000e-05,1.0000000000e+15,1.4677700000e+13
2.0867640000e-05,1.0000000000e+15,1.4725370000e+13
2.0868230000e-05,1.0000000000e+15,1.4773190000e+13
2.0868830000e-05,1.0000000000e+15,1.4821170000e+13
2.0869420000e-05,1.0000000000e+15,1.4869310000e+13
2.0870010000e-05,1.0000000000e+15,1.4917600000e+13
2.0870610000e-05,1.0000000000e+15,1.4966050000e+13
2.0871200000e-05,1.0000000000e+15,1.5014650000e+13
2.0871790000e-05,1.0000000000e+15,1.5063420000e+13
2.0872390000e-05,1.0000000000e+15,1.5112340000e+13
2.0872980000e-05,1.0000000000e+15,1.5161420000e+13
2.0873570000e-05,1.0000000000e+15,1.5210660000e+13
2.0874170000e-05,1.0000000000e+15,1.5260060000e+13
2.0874760000e-05,1.0000000000e+15,1.5309620000e+13
2.0875350000e-05,1.0000000000e+15,1.5359340000e+13
2.0875950000e-05,1.0000000000e+15,1.5409220000e+13
2.0876540000e-05,1.0000000000e+15,1.5459270000e+13
2.0877130000e-05,1.0000000000e+15,1.5509470000e+13
2.0877720000e-05,1.0000000000e+15,1.5559840000e+13
2.0878320000e-05,1.0000000000e+15,1.5610380000e+13
2.0878910000e-05,1.0000000000e+15,1.5661080000e+13
2.0879500000e-05,1.0000000000e+15,1.5711940000e+13
2.0880100000e-05,1.0000000000e+15,1.5762970000e+13
2.0880690000e-05,1.0000000000e+15,1.5814160000e+13
2.0881280000e-05,1.0000000000e+15,1.5865520000e+13
2.0881870000e-05,1.0000000000e+15,1.5917050000e+13
2.0882470000e-05,1.0000000000e+15,1.5968740000e+13
2.0883060000e-05,1.0000000000e+15,1.6020600000e+13
2.0883650000e-05,1.0000000000e+15,1.6072630000e+13
2.0884240000e-05,1.0000000000e+15,1.6124830000e+13
2.0884840000e-05,1.0000000000e+15,1.6177200000e+13
2.0885430000e-05,1.0000000000e+15,1.6229740000e+13
2.0886020000e-05,1.0000000000e+15,1.6282450000e+13
2.0886610000e-05,1.0000000000e+15,1.6335330000e+13
2.0887210000e-05,1.0000000000e+15,1.6388380000e+13
2.0887800000e-05,1.0000000000e+15,1.6441610000e+13
