r,rho,m
1.5246480000e-05,1.0000000000e+15,1.2618320000e+03
1.5247590000e-05,1.0000000000e+15,1.2659300000e+03
1.5248700000e-05,1.0000000000e+15,1.2700420000e+03
1.5249820000e-05,1.0000000000e+15,1.2741660000e+03
1.5250930000e-05,1.0000000000e+15,1.2783040000e+03
1.5252040000e-05,1.0000000000e+15,1.2824560000e+03
1.5253150000e-05,1.0000000000e+15,1.2866210000e+03
1.5254260000e-05,1.0000000000e+15,1.2908000000e+03
1.5255370000e-05,1.0000000000e+15,1.2949920000e+03
1.5256480000e-05,1.0000000000e+15,1.2991980000e+03
1.5257590000e-05,1.0000000000e+15,1.3034170000e+03
1.5258700000e-05,1.0000000000e+15,1.3076500000e+03
1.5259810000e-05,1.0000000000e+15,1.3118970000e+03
1.5260920000e-05,1.0000000000e+15,1.3161580000e+03
1.5262030000e-05,1.0000000000e+15,1.3204320000e+03
1.5263140000e-05,1.0000000000e+15,1.3247210000e+03
1.5264250000e-05,1.0000000000e+15,1.3290230000e+03
1.5265360000e-05,1.0000000000e+15,1.3333390000e+03
1.5266470000e-05,1.0000000000e+15,1.3376690000e+03
1.5267580000e-05,1.0000000000e+15,1.3420140000e+03
1.5268680000e-05,1.0000000000e+15,1.3463720000e+03
1.5269790000e-05,1.0000000000e+15,1.3507450000e+03
1.5270900000e-05,1.0000000000e+15,1.3551320000e+03
1.5272010000e-05,1.0000000000e+15,1.3595330000e+03
1.5273120000e-05,1.0000000000e+15,1.3639480000e+03
1.5274230000e-05,1.0000000000e+15,1.3683780000e+03
1.5275330000e-05,1.0000000000e+15,1.3728220000e+03
1.5276440000e-05,1.0000000000e+15,1.3772810000e+03
1.5277550000e-05,1.0000000000e+15,1.3817540000e+03
1.5278660000e-05,1.0000000000e+15,1.3862410000e+03
1.5279760000e-05,1.0000000000e+15,1.3907430000e+03
1.5280870000e-05,1.0000000000e+15,1.3952600000e+03
1.5281980000e-05,1.0000000000e+15,1.3997910000e+03
1.5283080000e-05,1.0000000000e+15,1.4043370000e+03
1.5284190000e-05,1.0000000000e+15,1.4088980000e+03
1.5285300000e-05,1.0000000000e+15,1.4134740000e+03
1.5286400000e-05,1.0000000000e+15,1.4180650000e+03
1.5287510000e-05,1.0000000000e+15,1.4226700000e+03
1.5288610000e-05,1.0000000000e+15,1.4272900000e+03
1.5289720000e-05,1.0000000000e+15,1.4319260000e+03
1.5290820000e-05,1.0000000000e+15,1.4365760000e+03
1.5291930000e-05,1.0000000000e+15,1.4412420000e+03
1.5293030000e-05,1.0000000000e+15,1.4459230000e+03
1.5294140000e-05,1.0000000000e+15,1.4506190000e+03
1.5295240000e-05,1.0000000000e+15,1.4553300000e+03
1.5296350000e-05,1.0000000000e+15,1.4600560000e+03
1.5297450000e-05,1.0000000000e+15,1.4647980000e+03
1.5298560000e-05,1.0000000000e+15,1.4695550000e+03
1.5299660000e-05,1.0000000000e+15,1.4743280000e+03
1.5300770000e-05,1.0000000000e+15,1.4791160000e+03
1.5301870000e-05,1.0000000000e+15,1.4839200000e+03
1.5302970000e-05,1.0000000000e+15,1.4887390000e+03
1.5304080000e-05,1.0000000000e+15,1.4935740000e+03
1.5305180000e-05,1.0000000000e+15,1.4984250000e+03
1.5306280000e-05,1.0000000000e+15,1.5032920000e+03
1.5307390000e-05,1.0000000000e+15,1.5081740000e+03
1.5308490000e-05,1.0000000000e+15,1.5130720000e+03
1.5309590000e-05,1.0000000000e+15,1.5179860000e+03
1.5310690000e-05,1.0000000000e+15,1.5229160000e+03
1.5311800000e-05,1.0000000000e+15,1.5278620000e+03
1.5312900000e-05,1.0000000000e+15,1.5328240000e+03
1.5314000000e-05,1.0000000000e+15,1.5378020000e+03
1.5315100000e-05,1.0000000000e+15,1.5427960000e+03
1.5316210000e-05,1.0000000000e+15,1.5478070000e+03
1.5317310000e-05,1.0000000000e+15,1.5528340000e+03
1.5318410000e-05,1.0000000000e+15,1.5578770000e+03
1.5319510000e-05,1.0000000000e+15,1.5629370000e+03
1.5320610000e-05,1.0000000000e+15,1.5680130000e+03
1.5321710000e-05,1.0000000000e+15,1.5731050000e+03
1.5322810000e-05,1.0000000000e+15,1.5782140000e+03
1.5323910000e-05,1.0000000000e+15,1.5833400000e+03
1.5325010000e-05,1.0000000000e+15,1.5884820000e+03
1.5326110000e-05,1.0000000000e+15,1.5936410000e+03
1.5327210000e-05,1.0000000000e+15,1.5988160000e+03
1.5328310000e-05,1.0000000000e+15,1.6040090000e+03
1.5329410000e-05,1.0000000000e+15,1.6092180000e+03
1.5330510000e-05,1.0000000000e+15,1.6144450000e+03
1.5331610000e-05,1.0000000000e+15,1.6196880000e+03
1.5332710000e-05,1.0000000000e+15,1.6249480000e+03
1.5333810000e-05,1.0000000000e+15,1.6302250000e+03
1.5334910000e-05,1.0000000000e+15,1.6355200000e+03
1.5336010000e-05,1.0000000000e+15,1.6408320000e+03
1.5337110000e-05,1.0000000000e+15,1.6461610000e+03
1.5338210000e-05,1.0000000000e+15,1.6515070000e+03
1.5339310000e-05,1.0000000000e+15,1.6568700000e+03
1.5340400000e-05,1.0000000000e+15,1.6622510000e+03
1.5341500000e-05,1.0000000000e+15,1.6676500000e+03
1.5342600000e-05,1.0000000000e+15,1.6730660000e+03
1.5343700000e-05,1.0000000000e+15,1.6785000000e+03
1.5344800000e-05,1.0000000000e+15,1.6839510000e+03
1.5345890000e-05,1.0000000000e+15,1.6894200000e+03
1.5346990000e-05,1.0000000000e+15,1.6949070000e+03
1.5348090000e-05,1.0000000000e+15,1.7004110000e+03
1.5349190000e-05,1.0000000000e+15,1.7059340000e+03
1.5350280000e-05,1.0000000000e+15,1.7114740000e+03
1.5351380000e-05,1.0000000000e+15,1.7170320000e+03
1.5352480000e-05,1.0000000000e+15,1.7226090000e+03
1.5353570000e-05,1.0000000000e+15,1.7282030000e+03
1.5354670000e-05,1.0000000000e+15,1.7338160000e+03
1.5355760000e-05,1.0000000000e+15,1.7394470000e+03
1.5356860000e-05,1.0000000000e+15,1.7450960000e+03
1.5357960000e-05,1.0000000000e+15,1.7507640000e+03
1.5359050000e-05,1.0000000000e+15,1.7564500000e+03
1.5360150000e-05,1.0000000000e+15,1.7621540000e+03
1.5361240000e-05,1.0000000000e+15,1.7678770000e+03
1.5362340000e-05,1.0000000000e+15,1.7736190000e+03
1.5363430000e-05,1.0000000000e+15,1.7793790000e+03
1.5364530000e-05,1.0000000000e+15,1.7851580000e+03
1.5365620000e-05,1.0000000000e+15,1.7909560000e+03
1.5366720000e-05,1.0000000000e+15,1.7967720000e+03
1.5367810000e-05,1.0000000000e+15,1.8026080000e+03
1.5368910000e-05,1.0000000000e+15,1.8084620000e+03
1.5370000000e-05,1.0000000000e+15,1.8143350000e+03
1.5371090000e-05,1.0000000000e+15,1.8202280000e+03
1.5372190000e-05,1.0000000000e+15,1.8261390000e+03
1.5373280000e-05,1.0000000000e+15,1.8320700000e+03
1.5374370000e-05,1.0000000000e+15,1.8380200000e+03
1.5375470000e-05,1.0000000000e+15,1.8439890000e+03
1.5376560000e-05,1.0000000000e+15,1.8499780000e+03
1.5377650000e-05,1.0000000000e+15,1.8559860000e+03
1.5378750000e-05,1.0000000000e+15,1.8620140000e+03
1.5379840000e-05,1.0000000000e+15,1.8680610000e+03
1.5380930000e-05,1.0000000000e+15,1.8741280000e+03
1.5382020000e-05,1.0000000000e+15,1.8802150000e+03
1.5383120000e-05,1.0000000000e+15,1.8863210000e+03
1.5384210000e-05,1.0000000000e+15,1.8924480000e+03
1.5385300000e-05,1.0000000000e+15,1.8985940000e+03
1.5386390000e-05,1.0000000000e+15,1.9047600000e+03
1.5387480000e-05,1.0000000000e+15,1.9109460000e+03
1.5388580000e-05,1.0000000000e+15,1.9171520000e+03
1.5389670000e-05,1.0000000000e+15,1.9233780000e+03
1.5390760000e-05,1.0000000000e+15,1.9296250000e+03
1.5391850000e-05,1.0000000000e+15,1.9358920000e+03
1.5392940000e-05,1.0000000000e+15,1.9421790000e+03
1.5394030000e-05,1.0000000000e+15,1.9484870000e+03
1.5395120000e-05,1.0000000000e+15,1.9548150000e+03
1.5396210000e-05,1.0000000000e+15,1.9611640000e+03
1.5397300000e-05,1.0000000000e+15,1.9675330000e+03
1.5398390000e-05,1.0000000000e+15,1.9739230000e+03
1.5399480000e-05,1.0000000000e+15,1.9803340000e+03
1.5400570000e-05,1.0000000000e+15,1.9867650000e+03
1.5401660000e-05,1.0000000000e+15,1.9932180000e+03
1.5402750000e-05,1.0000000000e+15,1.9996910000e+03
1.5403840000e-05,1.0000000000e+15,2.0061850000e+03
1.5404930000e-05,1.0000000000e+15,2.0127010000e+03
1.5406020000e-05,1.0000000000e+15,2.0192380000e+03
1.5407110000e-05,1.0000000000e+15,2.0257950000e+03
1.5408190000e-05,1.0000000000e+15,2.0323750000e+03
1.5409280000e-05,1.0000000000e+15,2.0389750000e+03
1.5410370000e-05,1.0000000000e+15,2.0455970000e+03
1.5411460000e-05,1.0000000000e+15,2.0522410000e+03
1.5412550000e-05,1.0000000000e+15,2.0589060000e+03
1.5413640000e-05,1.0000000000e+15,2.0655930000e+03
1.5414720000e-05,1.0000000000e+15,2.0723010000e+03
1.5415810000e-05,1.0000000000e+15,2.0790310000e+03
1.5416900000e-05,1.0000000000e+15,2.0857830000e+03
1.5417990000e-05,1.0000000000e+15,2.0925570000e+03
1.5419070000e-05,1.0000000000e+15,2.0993530000e+03
1.5420160000e-05,1.0000000000e+15,2.1061710000e+03
1.5421250000e-05,1.0000000000e+15,2.1130120000e+03
1.5422330000e-05,1.0000000000e+15,2.1198740000e+03
1.5423420000e-05,1.0000000000e+15,2.1267590000e+03
1.5424510000e-05,1.0000000000e+15,2.1336660000e+03
1.5425590000e-05,1.0000000000e+15,2.1405960000e+03
1.5426680000e-05,1.0000000000e+15,2.1475480000e+03
1.5427760000e-05,1.0000000000e+15,2.1545220000e+03
1.5428850000e-05,1.0000000000e+15,2.1615190000e+03
1.5429940000e-05,1.0000000000e+15,2.1685390000e+03
1.5431020000e-05,1.0000000000e+15,2.1755820000e+03
1.5432110000e-05,1.0000000000e+15,2.1826480000e+03
1.5433190000e-05,1.0000000000e+15,2.1897360000e+03
1.5434280000e-05,1.0000000000e+15,2.1968480000e+03
1.5435360000e-05,1.0000000000e+15,2.2039830000e+03
1.5436450000e-05,1.0000000000e+15,2.2111410000e+03
1.5437530000e-05,1.0000000000e+15,2.2183220000e+03
1.5438620000e-05,1.0000000000e+15,2.2255260000e+03
1.5439700000e-05,1.0000000000e+15,2.2327540000e+03
1.5440780000e-05,1.0000000000e+15,2.2400060000e+03
1.5441870000e-05,1.0000000000e+15,2.2472800000e+03
1.5442950000e-05,1.0000000000e+15,2.2545790000e+03
1.5444030000e-05,1.0000000000e+15,2.2619010000e+03
1.5445120000e-05,1.0000000000e+15,2.2692470000e+03
1.5446200000e-05,1.0000000000e+15,2.2766170000e+03
1.5447280000e-05,1.0000000000e+15,2.2840110000e+03
1.5448370000e-05,1.0000000000e+15,2.2914290000e+03
1.5449450000e-05,1.0000000000e+15,2.2988710000e+03
1.5450530000e-05,1.0000000000e+15,2.3063370000e+03
1.5451620000e-05,1.0000000000e+15,2.3138270000e+03
1.5452700000e-05,1.0000000000e+15,2.3213420000e+03
1.5453780000e-05,1.0000000000e+15,2.3288810000e+03
1.5454860000e-05,1.0000000000e+15,2.3364440000e+03
1.5455940000e-05,1.0000000000e+15,2.3440320000e+03
1.5457030000e-05,1.0000000000e+15,2.3516450000e+03
1.5458110000e-05,1.0000000000e+15,2.3592830000e+03
1.5459190000e-05,1.0000000000e+15,2.3669450000e+03
1.5460270000e-05,1.0000000000e+15,2.3746320000e+03
1.5461350000e-05,1.0000000000e+15,2.3823440000e+03
1.5462430000e-05,1.0000000000e+15,2.3900810000e+03
1.5463510000e-05,1.0000000000e+15,2.3978440000e+03
1.5464590000e-05,1.0000000000e+15,2.4056310000e+03
1.5465680000e-05,1.0000000000e+15,2.4134440000e+03
1.5466760000e-05,1.0000000000e+15,2.4212820000e+03
1.5467840000e-05,1.0000000000e+15,2.4291460000e+03
1.5468920000e-05,1.0000000000e+15,2.4370350000e+03
1.5470000000e-05,1.0000000000e+15,2.4449500000e+03
1.5471080000e-05,1.0000000000e+15,2.4528900000e+03
1.5472160000e-05,1.0000000000e+15,2.4608560000e+03
1.5473240000e-05,1.0000000000e+15,2.4688490000e+03
1.5474310000e-05,1.0000000000e+15,2.4768670000e+03
1.5475390000e-05,1.0000000000e+15,2.4849110000e+03
1.5476470000e-05,1.0000000000e+15,2.4929810000e+03
1.5477550000e-05,1.0000000000e+15,2.5010780000e+03
1.5478630000e-05,1.0000000000e+15,2.5092000000e+03
1.5479710000e-05,1.0000000000e+15,2.5173490000e+03
1.5480790000e-05,1.0000000000e+15,2.5255250000e+03
1.5481870000e-05,1.0000000000e+15,2.5337270000e+03
1.5482940000e-05,1.0000000000e+15,2.5419560000e+03
1.5484020000e-05,1.0000000000e+15,2.5502120000e+03
1.5485100000e-05,1.0000000000e+15,2.5584940000e+03
1.5486180000e-05,1.0000000000e+15,2.5668030000e+03
1.5487260000e-05,1.0000000000e+15,2.5751390000e+03
1.5488330000e-05,1.0000000000e+15,2.5835030000e+03
1.5489410000e-05,1.0000000000e+15,2.5918930000e+03
1.5490490000e-05,1.0000000000e+15,2.6003110000e+03
1.5491560000e-05,1.0000000000e+15,2.6087560000e+03
1.5492640000e-05,1.0000000000e+15,2.6172290000e+03
1.5493720000e-05,1.0000000000e+15,2.6257290000e+03
1.5494790000e-05,1.0000000000e+15,2.6342560000e+03
1.5495870000e-05,1.0000000000e+15,2.6428110000e+03
1.5496950000e-05,1.0000000000e+15,2.6513950000e+03
1.5498020000e-05,1.0000000000e+15,2.6600060000e+03
1.5499100000e-05,1.0000000000e+15,2.6686440000e+03
1.5500170000e-05,1.0000000000e+15,2.6773110000e+03
1.5501250000e-05,1.0000000000e+15,2.6860070000e+03
1.5502330000e-05,1.0000000000e+15,2.6947300000e+03
1.5503400000e-05,1.0000000000e+15,2.7034820000e+03
1.5504480000e-05,1.0000000000e+15,2.7122620000e+03
1.5505550000e-05,1.0000000000e+15,2.7210700000e+03
1.5506630000e-05,1.0000000000e+15,2.7299080000e+03
1.5507700000e-05,1.0000000000e+15,2.7387740000e+03
1.5508780000e-05,1.0000000000e+15,2.7476680000e+03
1.5509850000e-05,1.0000000000e+15,2.7565920000e+03
1.5510920000e-05,1.0000000000e+15,2.7655450000e+03
1.5512000000e-05,1.0000000000e+15,2.7745260000e+03
1.5513070000e-05,1.0000000000e+15,2.7835370000e+03
1.5514150000e-05,1.0000000000e+15,2.7925770000e+03
1.5515220000e-05,1.0000000000e+15,2.8016470000e+03
1.5516290000e-05,1.0000000000e+15,2.8107460000e+03
1.5517370000e-05,1.0000000000e+15,2.8198740000e+03
1.5518440000e-05,1.0000000000e+15,2.8290320000e+03
1.5519510000e-05,1.0000000000e+15,2.8382200000e+03
1.5520590000e-05,1.0000000000e+15,2.8474380000e+03
1.5521660000e-05,1.0000000000e+15,2.8566860000e+03
1.5522730000e-05,1.0000000000e+15,2.8659630000e+03
1.5523800000e-05,1.0000000000e+15,2.8752710000e+03
1.5524880000e-05,1.0000000000e+15,2.8846090000e+03
1.5525950000e-05,1.0000000000e+15,2.8939780000e+03
1.5527020000e-05,1.0000000000e+15,2.9033760000e+03
1.5528090000e-05,1.0000000000e+15,2.9128060000e+03
1.5529160000e-05,1.0000000000e+15,2.9222660000e+03
1.5530240000e-05,1.0000000000e+15,2.9317560000e+03
1.5531310000e-05,1.0000000000e+15,2.9412780000e+03
1.5532380000e-05,1.0000000000e+15,2.9508300000e+03
1.5533450000e-05,1.0000000000e+15,2.9604140000e+03
1.5534520000e-05,1.0000000000e+15,2.9700280000e+03
1.5535590000e-05,1.0000000000e+15,2.9796740000e+03
1.5536660000e-05,1.0000000000e+15,2.9893510000e+03
1.5537730000e-05,1.0000000000e+15,2.9990600000e+03
1.5538800000e-05,1.0000000000e+15,3.0088000000e+03
1.5539870000e-05,1.0000000000e+15,3.0185720000e+03
1.5540940000e-05,1.0000000000e+15,3.0283750000e+03
1.5542010000e-05,1.0000000000e+15,3.0382100000e+03
1.5543080000e-05,1.0000000000e+15,3.0480780000e+03
1.5544150000e-05,1.0000000000e+15,3.0579770000e+03
1.5545220000e-05,1.0000000000e+15,3.0679080000e+03
1.5546290000e-05,1.0000000000e+15,3.0778720000e+03
1.5547360000e-05,1.0000000000e+15,3.0878680000e+03
1.5548430000e-05,1.0000000000e+15,3.0978960000e+03
1.5549500000e-05,1.0000000000e+15,3.1079580000e+03
1.5550570000e-05,1.0000000000e+15,3.1180510000e+03
1.5551640000e-05,1.0000000000e+15,3.1281780000e+03
1.5552710000e-05,1.0000000000e+15,3.1383370000e+03
1.5553770000e-05,1.0000000000e+15,3.1485300000e+03
1.5554840000e-05,1.0000000000e+15,3.1587550000e+03
1.5555910000e-05,1.0000000000e+15,3.1690140000e+03
1.5556980000e-05,1.0000000000e+15,3.1793060000e+03
1.5558050000e-05,1.0000000000e+15,3.1896310000e+03
1.5559110000e-05,1.0000000000e+15,3.1999900000e+03
1.5560180000e-05,1.0000000000e+15,3.2103830000e+03
1.5561250000e-05,1.0000000000e+15,3.2208100000e+03
1.5562320000e-05,1.0000000000e+15,3.2312700000e+03
1.5563380000e-05,1.0000000000e+15,3.2417640000e+03
1.5564450000e-05,1.0000000000e+15,3.2522920000e+03
1.5565520000e-05,1.0000000000e+15,3.2628550000e+03
1.5566580000e-05,1.0000000000e+15,3.2734520000e+03
1.5567650000e-05,1.0000000000e+15,3.2840830000e+03
1.5568720000e-05,1.0000000000e+15,3.2947490000e+03
1.5569780000e-05,1.0000000000e+15,3.3054490000e+03
1.5570850000e-05,1.0000000000e+15,3.3161840000e+03
1.5571910000e-05,1.0000000000e+15,3.3269540000e+03
1.5572980000e-05,1.0000000000e+15,3.3377590000e+03
1.5574050000e-05,1.0000000000e+15,3.3485990000e+03
1.5575110000e-05,1.0000000000e+15,3.3594750000e+03
1.5576180000e-05,1.0000000000e+15,3.3703850000e+03
1.5577240000e-05,1.0000000000e+15,3.3813310000e+03
1.5578310000e-05,1.0000000000e+15,3.3923130000e+03
1.5579370000e-05,1.0000000000e+15,3.4033300000e+03
1.5580440000e-05,1.0000000000e+15,3.4143830000e+03
1.5581500000e-05,1.0000000000e+15,3.4254720000e+03
1.5582570000e-05,1.0000000000e+15,3.4365970000e+03
1.5583630000e-05,1.0000000000e+15,3.4477580000e+03
1.5584690000e-05,1.0000000000e+15,3.4589550000e+03
1.5585760000e-05,1.0000000000e+15,3.4701890000e+03
1.5586820000e-05,1.0000000000e+15,3.4814590000e+03
1.5587890000e-05,1.0000000000e+15,3.4927660000e+03
1.5588950000e-05,1.0000000000e+15,3.5041090000e+03
1.5590010000e-05,1.0000000000e+15,3.5154900000e+03
1.5591080000e-05,1.0000000000e+15,3.5269070000e+03
1.5592140000e-05,1.0000000000e+15,3.5383620000e+03
1.5593200000e-05,1.0000000000e+15,3.5498530000e+03
1.5594260000e-05,1.0000000000e+15,3.5613820000e+03
1.5595330000e-05,1.0000000000e+15,3.5729480000e+03
1.5596390000e-05,1.0000000000e+15,3.5845520000e+03
1.5597450000e-05,1.0000000000e+15,3.5961940000e+03
1.5598510000e-05,1.0000000000e+15,3.6078730000e+03
1.5599580000e-05,1.0000000000e+15,3.6195910000e+03
1.5600640000e-05,1.0000000000e+15,3.6313460000e+03
1.5601700000e-05,1.0000000000e+15,3.6431400000e+03
1.5602760000e-05,1.0000000000e+15,3.6549710000e+03
1.5603820000e-05,1.0000000000e+15,3.6668420000e+03
1.5604890000e-05,1.0000000000e+15,3.6787510000e+03
1.5605950000e-05,1.0000000000e+15,3.6906980000e+03
1.5607010000e-05,1.0000000000e+15,3.7026840000e+03
1.5608070000e-05,1.0000000000e+15,3.7147100000e+03
1.5609130000e-05,1.0000000000e+15,3.7267740000e+03
1.5610190000e-05,1.0000000000e+15,3.7388770000e+03
1.5611250000e-05,1.0000000000e+15,3.7510200000e+03
1.5612310000e-05,1.0000000000e+15,3.7632020000e+03
1.5613370000e-05,1.0000000000e+15,3.7754240000e+03
1.5614430000e-05,1.0000000000e+15,3.7876860000e+03
1.5615490000e-05,1.0000000000e+15,3.7999870000e+03
1.5616550000e-05,1.0000000000e+15,3.8123280000e+03
1.5617610000e-05,1.0000000000e+15,3.8247100000e+03
1.5618670000e-05,1.0000000000e+15,3.8371310000e+03
1.5619730000e-05,1.0000000000e+15,3.8495930000e+03
1.5620790000e-05,1.0000000000e+15,3.8620950000e+03
1.5621850000e-05,1.0000000000e+15,3.8746380000e+03
1.5622910000e-05,1.0000000000e+15,3.8872220000e+03
1.5623970000e-05,1.0000000000e+15,3.8998470000e+03
1.5625020000e-05,1.0000000000e+15,3.9125120000e+03
1.5626080000e-05,1.0000000000e+15,3.9252190000e+03
1.5627140000e-05,1.0000000000e+15,3.9379670000e+03
1.5628200000e-05,1.0000000000e+15,3.9507560000e+03
1.5629260000e-05,1.0000000000e+15,3.9635870000e+03
1.5630320000e-05,1.0000000000e+15,3.9764600000e+03
1.5631370000e-05,1.0000000000e+15,3.9893740000e+03
1.5632430000e-05,1.0000000000e+15,4.0023310000e+03
1.5633490000e-05,1.0000000000e+15,4.0153290000e+03
1.5634550000e-05,1.0000000000e+15,4.0283700000e+03
1.5635600000e-05,1.0000000000e+15,4.0414530000e+03
1.5636660000e-05,1.0000000000e+15,4.0545780000e+03
1.5637720000e-05,1.0000000000e+15,4.0677460000e+03
1.5638770000e-05,1.0000000000e+15,4.0809570000e+03
1.5639830000e-05,1.0000000000e+15,4.0942110000e+03
1.5640890000e-05,1.0000000000e+15,4.1075080000e+03
1.5641940000e-05,1.0000000000e+15,4.1208480000e+03
1.5643000000e-05,1.0000000000e+15,4.1342310000e+03
1.5644060000e-05,1.0000000000e+15,4.1476580000e+03
1.5645110000e-05,1.0000000000e+15,4.1611280000e+03
1.5646170000e-05,1.0000000000e+15,4.1746420000e+03
1.5647220000e-05,1.0000000000e+15,4.1882000000e+03
1.5648280000e-05,1.0000000000e+15,4.2018030000e+03
1.5649330000e-05,1.0000000000e+15,4.2154490000e+03
1.5650390000e-05,1.0000000000e+15,4.2291390000e+03
1.5651440000e-05,1.0000000000e+15,4.2428740000e+03
1.5652500000e-05,1.0000000000e+15,4.2566540000e+03
1.5653550000e-05,1.0000000000e+15,4.2704780000e+03
1.5654610000e-05,1.0000000000e+15,4.2843480000e+03
1.5655660000e-05,1.0000000000e+15,4.2982620000e+03
1.5656720000e-05,1.0000000000e+15,4.3122220000e+03
1.5657770000e-05,1.0000000000e+15,4.3262260000e+03
1.5658830000e-05,1.0000000000e+15,4.3402770000e+03
1.5659880000e-05,1.0000000000e+15,4.3543730000e+03
1.5660930000e-05,1.0000000000e+15,4.3685140000e+03
1.5661990000e-05,1.0000000000e+15,4.3827020000e+03
1.5663040000e-05,1.0000000000e+15,4.3969360000e+03
1.5664090000e-05,1.0000000000e+15,4.4112160000e+03
1.5665150000e-05,1.0000000000e+15,4.4255420000e+03
1.5666200000e-05,1.0000000000e+15,4.4399150000e+03
1.5667250000e-05,1.0000000000e+15,4.4543350000e+03
1.5668310000e-05,1.0000000000e+15,4.4688010000e+03
1.5669360000e-05,1.0000000000e+15,4.4833140000e+03
1.5670410000e-05,1.0000000000e+15,4.4978750000e+03
1.5671460000e-05,1.0000000000e+15,4.5124830000e+03
1.5672520000e-05,1.0000000000e+15,4.5271380000e+03
1.5673570000e-05,1.0000000000e+15,4.5418410000e+03
1.5674620000e-05,1.0000000000e+15,4.5565910000e+03
1.5675670000e-05,1.0000000000e+15,4.5713900000e+03
1.5676720000e-05,1.0000000000e+15,4.5862360000e+03
1.5677780000e-05,1.0000000000e+15,4.6011310000e+03
1.5678830000e-05,1.0000000000e+15,4.6160740000e+03
1.5679880000e-05,1.0000000000e+15,4.6310660000e+03
1.5680930000e-05,1.0000000000e+15,4.6461060000e+03
1.5681980000e-05,1.0000000000e+15,4.6611960000e+03
1.5683030000e-05,1.0000000000e+15,4.6763340000e+03
1.5684080000e-05,1.0000000000e+15,4.6915210000e+03
1.5685130000e-05,1.0000000000e+15,4.7067580000e+03
1.5686180000e-05,1.0000000000e+15,4.7220440000e+03
1.5687230000e-05,1.0000000000e+15,4.7373800000e+03
1.5688280000e-05,1.0000000000e+15,4.7527660000e+03
1.5689330000e-05,1.0000000000e+15,4.7682010000e+03
1.5690380000e-05,1.0000000000e+15,4.7836870000e+03
1.5691430000e-05,1.0000000000e+15,4.7992230000e+03
1.5692480000e-05,1.0000000000e+15,4.8148100000e+03
1.5693530000e-05,1.0000000000e+15,4.8304470000e+03
1.5694580000e-05,1.0000000000e+15,4.8461350000e+03
1.5695630000e-05,1.0000000000e+15,4.8618730000e+03
