r,rho,m,P,H
8.6309140000e+05,9.8116900000e+14,1.8744475447e+00,1.8795650000e+35,1.1667590000e+05
8.6409140000e+05,9.7872470000e+14,1.8790663108e+00,1.8634840000e+35,1.1607640000e+05
8.6509130000e+05,9.7627400000e+14,1.8836840710e+00,1.8474580000e+35,1.1547690000e+05
8.6609130000e+05,9.7381660000e+14,1.8883008254e+00,1.8314870000e+35,1.1487750000e+05
8.6709130000e+05,9.7135270000e+14,1.8929165739e+00,1.8155720000e+35,1.1427820000e+05
8.6809130000e+05,9.6888200000e+14,1.8975318196e+00,1.7997130000e+35,1.1367890000e+05
8.6909130000e+05,9.6640470000e+14,1.9021450536e+00,1.7839100000e+35,1.1307970000e+05
8.7009130000e+05,9.6392050000e+14,1.9067577846e+00,1.7681620000e+35,1.1248050000e+05
8.7109130000e+05,9.6142960000e+14,1.9113690070e+00,1.7524700000e+35,1.1188140000e+05
8.7209130000e+05,9.5893170000e+14,1.9159787206e+00,1.7368350000e+35,1.1128230000e+05
8.7309130000e+05,9.5642690000e+14,1.9205869254e+00,1.7212560000e+35,1.1068320000e+05
8.7409130000e+05,9.5391510000e+14,1.9251936215e+00,1.7057330000e+35,1.1008420000e+05
8.7509120000e+05,9.5139630000e+14,1.9297988089e+00,1.6902670000e+35,1.0948520000e+05
8.7609120000e+05,9.4887030000e+14,1.9344024875e+00,1.6748570000e+35,1.0888620000e+05
8.7709120000e+05,9.4633720000e+14,1.9390041544e+00,1.6595040000e+35,1.0828730000e+05
8.7809120000e+05,9.4379680000e+14,1.9436038097e+00,1.6442070000e+35,1.0768840000e+05
8.7909120000e+05,9.4124920000e+14,1.9482019563e+00,1.6289670000e+35,1.0708960000e+05
8.8009120000e+05,9.3869420000e+14,1.9527980912e+00,1.6137850000e+35,1.0649070000e+05
8.8109120000e+05,9.3613180000e+14,1.9573917115e+00,1.5986590000e+35,1.0589190000e+05
8.8209120000e+05,9.3356190000e+14,1.9619833202e+00,1.5835910000e+35,1.0529310000e+05
8.8309120000e+05,9.3098450000e+14,1.9665729172e+00,1.5685800000e+35,1.0469440000e+05
8.8409120000e+05,9.2839940000e+14,1.9711599996e+00,1.5536260000e+35,1.0409560000e+05
8.8509110000e+05,9.2580670000e+14,1.9757445675e+00,1.5387300000e+35,1.0349690000e+05
8.8609110000e+05,9.2320630000e+14,1.9803271237e+00,1.5238920000e+35,1.0289820000e+05
8.8709110000e+05,9.2059800000e+14,1.9849066624e+00,1.5091110000e+35,1.0229940000e+05
8.8809110000e+05,9.1798190000e+14,1.9894836866e+00,1.4943890000e+35,1.0170070000e+05
8.8909110000e+05,9.1535780000e+14,1.9940576933e+00,1.4797240000e+35,1.0110200000e+05
8.9009110000e+05,9.1272570000e+14,1.9986291853e+00,1.4651170000e+35,1.0050330000e+05
8.9109110000e+05,9.1008550000e+14,2.0031976599e+00,1.4505680000e+35,9.9904620000e+04
8.9209110000e+05,9.0743720000e+14,2.0077631171e+00,1.4360780000e+35,9.9305910000e+04
8.9309110000e+05,9.0478060000e+14,2.0123255567e+00,1.4216460000e+35,9.8707200000e+04
8.9409110000e+05,9.0211570000e+14,2.0168844759e+00,1.4072730000e+35,9.8108480000e+04
8.9509100000e+05,8.9944240000e+14,2.0214403777e+00,1.3929590000e+35,9.7509750000e+04
8.9609100000e+05,8.9676060000e+14,2.0259927590e+00,1.3787030000e+35,9.6911010000e+04
8.9709100000e+05,8.9407030000e+14,2.0305416200e+00,1.3645060000e+35,9.6312250000e+04
8.9809100000e+05,8.9137140000e+14,2.0350869605e+00,1.3503680000e+35,9.5713470000e+04
8.9909100000e+05,8.8866370000e+14,2.0396287806e+00,1.3362890000e+35,9.5114680000e+04
9.0009100000e+05,8.8594730000e+14,2.0441665775e+00,1.3222700000e+35,9.4515860000e+04
9.0109100000e+05,8.8322190000e+14,2.0487008539e+00,1.3083100000e+35,9.3917010000e+04
9.0209100000e+05,8.8048760000e+14,2.0532311070e+00,1.2944090000e+35,9.3318130000e+04
9.0309100000e+05,8.7774430000e+14,2.0577573368e+00,1.2805680000e+35,9.2719220000e+04
9.0409100000e+05,8.7499180000e+14,2.0622790404e+00,1.2667870000e+35,9.2120280000e+04
9.0509090000e+05,8.7223000000e+14,2.0667972235e+00,1.2530660000e+35,9.1521290000e+04
9.0609090000e+05,8.6945890000e+14,2.0713103776e+00,1.2394040000e+35,9.0922270000e+04
9.0709090000e+05,8.6667840000e+14,2.0758195083e+00,1.2258030000e+35,9.0323200000e+04
9.0809090000e+05,8.6388840000e+14,2.0803236098e+00,1.2122620000e+35,8.9724080000e+04
9.0909090000e+05,8.6108870000e+14,2.0848236881e+00,1.1987810000e+35,8.9124920000e+04
9.1009090000e+05,8.5827930000e+14,2.0893187372e+00,1.1853610000e+35,8.8525700000e+04
9.1109090000e+05,8.5546020000e+14,2.0938087571e+00,1.1720020000e+35,8.7926420000e+04
9.1209090000e+05,8.5263100000e+14,2.0982937479e+00,1.1587030000e+35,8.7327080000e+04
9.1309090000e+05,8.4979190000e+14,2.1027742125e+00,1.1454650000e+35,8.6727670000e+04
9.1409090000e+05,8.4694260000e+14,2.1072491450e+00,1.1322880000e+35,8.6128200000e+04
9.1509080000e+05,8.4408300000e+14,2.1117185455e+00,1.1191720000e+35,8.5528660000e+04
9.1609080000e+05,8.4121310000e+14,2.1161829168e+00,1.1061180000e+35,8.4929040000e+04
9.1709080000e+05,8.3833270000e+14,2.1206417561e+00,1.0931240000e+35,8.4329350000e+04
9.1809080000e+05,8.3544180000e+14,2.1250945604e+00,1.0801930000e+35,8.3729570000e+04
9.1909080000e+05,8.3254010000e+14,2.1295423355e+00,1.0673230000e+35,8.3129710000e+04
9.2009080000e+05,8.2962760000e+14,2.1339835728e+00,1.0545150000e+35,8.2529760000e+04
9.2109080000e+05,8.2670410000e+14,2.1384192780e+00,1.0417680000e+35,8.1929710000e+04
9.2209080000e+05,8.2376960000e+14,2.1428489482e+00,1.0290840000e+35,8.1329570000e+04
9.2309080000e+05,8.2082390000e+14,2.1472720805e+00,1.0164620000e+35,8.0729330000e+04
9.2409080000e+05,8.1786680000e+14,2.1516891779e+00,1.0039020000e+35,8.0128980000e+04
9.2509070000e+05,8.1489830000e+14,2.1560997374e+00,9.9140530000e+34,7.9528530000e+04
9.2609070000e+05,8.1191810000e+14,2.1605037590e+00,9.7897070000e+34,7.8927960000e+04
9.2709070000e+05,8.0892630000e+14,2.1649007397e+00,9.6659890000e+34,7.8327270000e+04
9.2809070000e+05,8.0592250000e+14,2.1692911827e+00,9.5428990000e+34,7.7726460000e+04
9.2909070000e+05,8.0290670000e+14,2.1736750877e+00,9.4204410000e+34,7.7125520000e+04
9.3009070000e+05,7.9987870000e+14,2.1780514490e+00,9.2986140000e+34,7.6524450000e+04
9.3109070000e+05,7.9683840000e+14,2.1824207695e+00,9.1774200000e+34,7.5923250000e+04
9.3209070000e+05,7.9378570000e+14,2.1867830491e+00,9.0568610000e+34,7.5321910000e+04
9.3309070000e+05,7.9072030000e+14,2.1911372822e+00,8.9369390000e+34,7.4720420000e+04
9.3409070000e+05,7.8764210000e+14,2.1954844745e+00,8.8176540000e+34,7.4118780000e+04
9.3509060000e+05,7.8455090000e+14,2.1998236201e+00,8.6990090000e+34,7.3516990000e+04
9.3609060000e+05,7.8144660000e+14,2.2041552220e+00,8.5810040000e+34,7.2915030000e+04
9.3709060000e+05,7.7832900000e+14,2.2084787773e+00,8.4636420000e+34,7.2312920000e+04
9.3809060000e+05,7.7519790000e+14,2.2127937830e+00,8.3469230000e+34,7.1710630000e+04
9.3909060000e+05,7.7205320000e+14,2.2171012451e+00,8.2308500000e+34,7.1108170000e+04
9.4009060000e+05,7.6889460000e+14,2.2213996546e+00,8.1154240000e+34,7.0505520000e+04
9.4109060000e+05,7.6572200000e+14,2.2256900175e+00,8.0006460000e+34,6.9902690000e+04
9.4209060000e+05,7.6253520000e+14,2.2299713280e+00,7.8865180000e+34,6.9299670000e+04
9.4309060000e+05,7.5933390000e+14,2.2342440889e+00,7.7730430000e+34,6.8696450000e+04
9.4409060000e+05,7.5611810000e+14,2.2385077974e+00,7.6602200000e+34,6.8093030000e+04
9.4509050000e+05,7.5288740000e+14,2.2427619505e+00,7.5480530000e+34,6.7489400000e+04
9.4609050000e+05,7.4964170000e+14,2.2470070511e+00,7.4365420000e+34,6.6885550000e+04
9.4709050000e+05,7.4638070000e+14,2.2512430993e+00,7.3256890000e+34,6.6281490000e+04
9.4809050000e+05,7.4310420000e+14,2.2554690892e+00,7.2154970000e+34,6.5677190000e+04
9.4909050000e+05,7.3981200000e+14,2.2596855237e+00,7.1059660000e+34,6.5072660000e+04
9.5009050000e+05,7.3650390000e+14,2.2638918999e+00,6.9970990000e+34,6.4467890000e+04
9.5109050000e+05,7.3317960000e+14,2.2680887208e+00,6.8888960000e+34,6.3862880000e+04
9.5209050000e+05,7.2983880000e+14,2.2722749804e+00,6.7813610000e+34,6.3257610000e+04
9.5309050000e+05,7.2648140000e+14,2.2764506789e+00,6.6744940000e+34,6.2652080000e+04
9.5409050000e+05,7.2310700000e+14,2.2806158161e+00,6.5682980000e+34,6.2046280000e+04
9.5509040000e+05,7.1971540000e+14,2.2847703921e+00,6.4627750000e+34,6.1440210000e+04
9.5609040000e+05,7.1630640000e+14,2.2889139041e+00,6.3579250000e+34,6.0833860000e+04
9.5709040000e+05,7.1287950000e+14,2.2930463519e+00,6.2537520000e+34,6.0227210000e+04
9.5809040000e+05,7.0943460000e+14,2.2971677355e+00,6.1502560000e+34,5.9620270000e+04
9.5909040000e+05,7.0597140000e+14,2.3012775522e+00,6.0474400000e+34,5.9013030000e+04
9.6009040000e+05,7.0248950000e+14,2.3053752989e+00,5.9453060000e+34,5.8405480000e+04
9.6109040000e+05,6.9898860000e+14,2.3094619815e+00,5.8438550000e+34,5.7797600000e+04
9.6209040000e+05,6.9546840000e+14,2.3135360912e+00,5.7430910000e+34,5.7189400000e+04
9.6309040000e+05,6.9192860000e+14,2.3175981310e+00,5.6430130000e+34,5.6580860000e+04
9.6409040000e+05,6.8836880000e+14,2.3216481008e+00,5.5436260000e+34,5.5971970000e+04
9.6509030000e+05,6.8478870000e+14,2.3256849949e+00,5.4449300000e+34,5.5362730000e+04
9.6609030000e+05,6.8118780000e+14,2.3297093161e+00,5.3469280000e+34,5.4753130000e+04
9.6709030000e+05,6.7756590000e+14,2.3337210644e+00,5.2496230000e+34,5.4143160000e+04
9.6809030000e+05,6.7392250000e+14,2.3377192341e+00,5.1530150000e+34,5.3532810000e+04
9.6909030000e+05,6.7025730000e+14,2.3417038251e+00,5.0571070000e+34,5.2922070000e+04
9.7009030000e+05,6.6656980000e+14,2.3456753402e+00,4.9619020000e+34,5.2310930000e+04
9.7109030000e+05,6.6285960000e+14,2.3496327738e+00,4.8674020000e+34,5.1699380000e+04
9.7209030000e+05,6.5912620000e+14,2.3535756229e+00,4.7736090000e+34,5.1087420000e+04
9.7309030000e+05,6.5536930000e+14,2.3575048933e+00,4.6805240000e+34,5.0475020000e+04
9.7409030000e+05,6.5158820000e+14,2.3614195791e+00,4.5881520000e+34,4.9862190000e+04
9.7509020000e+05,6.4778270000e+14,2.3653191776e+00,4.4964940000e+34,4.9248910000e+04
9.7609020000e+05,6.4395200000e+14,2.3692041915e+00,4.4055520000e+34,4.8635170000e+04
9.7709020000e+05,6.4009580000e+14,2.3730741179e+00,4.3153290000e+34,4.8020960000e+04
9.7809020000e+05,6.3621340000e+14,2.3769279511e+00,4.2258280000e+34,4.7406260000e+04
9.7909020000e+05,6.3230440000e+14,2.3807666969e+00,4.1370500000e+34,4.6791080000e+04
9.8009020000e+05,6.2836810000e+14,2.3845893494e+00,4.0490000000e+34,4.6175390000e+04
9.8109020000e+05,6.2440400000e+14,2.3883959087e+00,3.9616780000e+34,4.5559180000e+04
9.8209020000e+05,6.2041130000e+14,2.3921858718e+00,3.8750890000e+34,4.4942450000e+04
9.8309020000e+05,6.1638960000e+14,2.3959592387e+00,3.7892340000e+34,4.4325180000e+04
9.8409020000e+05,6.1233800000e+14,2.3997155065e+00,3.7041170000e+34,4.3707350000e+04
9.8509010000e+05,6.0825590000e+14,2.4034541723e+00,3.6197410000e+34,4.3088960000e+04
9.8609010000e+05,6.0414260000e+14,2.4071757390e+00,3.5361070000e+34,4.2470000000e+04
9.8709010000e+05,5.9999730000e+14,2.4108792008e+00,3.4532210000e+34,4.1850440000e+04
9.8809010000e+05,5.9581920000e+14,2.4145645577e+00,3.3710830000e+34,4.1230280000e+04
9.8909010000e+05,5.9160750000e+14,2.4182318097e+00,3.2896990000e+34,4.0609500000e+04
9.9009010000e+05,5.8736140000e+14,2.4218799509e+00,3.2090700000e+34,3.9988080000e+04
9.9109010000e+05,5.8307990000e+14,2.4255089814e+00,3.1292000000e+34,3.9366030000e+04
9.9209010000e+05,5.7876220000e+14,2.4291189011e+00,3.0500930000e+34,3.8743310000e+04
9.9309010000e+05,5.7440720000e+14,2.4327092071e+00,2.9717510000e+34,3.8119910000e+04
9.9409010000e+05,5.7001390000e+14,2.4362788937e+00,2.8941800000e+34,3.7495820000e+04
9.9509000000e+05,5.6558130000e+14,2.4398284637e+00,2.8173810000e+34,3.6871030000e+04
9.9609000000e+05,5.6110830000e+14,2.4433574142e+00,2.7413590000e+34,3.6245520000e+04
9.9709000000e+05,5.5659370000e+14,2.4468652423e+00,2.6661170000e+34,3.5619260000e+04
9.9809000000e+05,5.5203620000e+14,2.4503514450e+00,2.5916610000e+34,3.4992250000e+04
9.9909000000e+05,5.4743460000e+14,2.4538160225e+00,2.5179930000e+34,3.4364470000e+04
1.0000900000e+06,5.4278750000e+14,2.4572579688e+00,2.4451170000e+34,3.3735900000e+04
1.0010900000e+06,5.3809350000e+14,2.4606777869e+00,2.3730390000e+34,3.3106530000e+04
1.0020900000e+06,5.3335110000e+14,2.4640739679e+00,2.3017630000e+34,3.2476330000e+04
1.0030900000e+06,5.2855880000e+14,2.4674470150e+00,2.2312920000e+34,3.1845280000e+04
1.0040900000e+06,5.2371480000e+14,2.4707959221e+00,2.1616320000e+34,3.1213380000e+04
1.0050900000e+06,5.1881750000e+14,2.4741206893e+00,2.0927880000e+34,3.0580590000e+04
1.0060900000e+06,5.1386490000e+14,2.4774203109e+00,2.0247650000e+34,2.9946910000e+04
1.0070900000e+06,5.0885510000e+14,2.4806947867e+00,1.9575680000e+34,2.9312300000e+04
1.0080900000e+06,5.0378600000e+14,2.4839436138e+00,1.8912020000e+34,2.8676750000e+04
1.0090900000e+06,4.9847150000e+14,2.4871657865e+00,1.8294560000e+34,2.8103100000e+04
1.0100900000e+06,4.9217880000e+14,2.4903562756e+00,1.7648500000e+34,2.7526610000e+04
1.0110900000e+06,4.8583490000e+14,2.4935125665e+00,1.7012300000e+34,2.6949500000e+04
1.0120900000e+06,4.7943800000e+14,2.4966336534e+00,1.6386000000e+34,2.6371750000e+04
1.0130900000e+06,4.7298640000e+14,2.4997195363e+00,1.5769640000e+34,2.5793330000e+04
1.0140900000e+06,4.6647810000e+14,2.5027697123e+00,1.5163260000e+34,2.5214210000e+04
1.0150900000e+06,4.5991120000e+14,2.5057826726e+00,1.4566910000e+34,2.4634350000e+04
1.0160900000e+06,4.5328350000e+14,2.5087589201e+00,1.3980640000e+34,2.4053740000e+04
1.0170900000e+06,4.4659280000e+14,2.5116979520e+00,1.3404490000e+34,2.3472330000e+04
1.0180900000e+06,4.3983660000e+14,2.5145982595e+00,1.2838510000e+34,2.2890110000e+04
1.0190900000e+06,4.3301250000e+14,2.5174598425e+00,1.2282760000e+34,2.2307020000e+04
1.0200900000e+06,4.2611750000e+14,2.5202821983e+00,1.1737300000e+34,2.1723050000e+04
1.0210900000e+06,4.1914870000e+14,2.5230643209e+00,1.1202160000e+34,2.1138160000e+04
1.0220900000e+06,4.1210310000e+14,2.5258052045e+00,1.0677430000e+34,2.0552310000e+04
1.0230900000e+06,4.0497710000e+14,2.5285053520e+00,1.0163150000e+34,1.9965470000e+04
1.0240900000e+06,3.9776710000e+14,2.5311627518e+00,9.6593860000e+33,1.9377610000e+04
1.0250900000e+06,3.9046900000e+14,2.5337779068e+00,9.1662150000e+33,1.8788690000e+04
1.0260900000e+06,3.8307870000e+14,2.5363488053e+00,8.6837040000e+33,1.8198680000e+04
1.0270900000e+06,3.7559140000e+14,2.5388754474e+00,8.2119280000e+33,1.7607530000e+04
1.0280900000e+06,3.6800190000e+14,2.5413563242e+00,7.7509660000e+33,1.7015200000e+04
1.0290900000e+06,3.6030490000e+14,2.5437914358e+00,7.3009020000e+33,1.6421670000e+04
1.0300900000e+06,3.5249410000e+14,2.5461792735e+00,6.8618270000e+33,1.5826890000e+04
1.0310900000e+06,3.4456290000e+14,2.5485183285e+00,6.4338340000e+33,1.5230820000e+04
1.0320900000e+06,3.3650390000e+14,2.5508086008e+00,6.0170260000e+33,1.4633410000e+04
1.0330900000e+06,3.2830890000e+14,2.5530485816e+00,5.6115120000e+33,1.4034630000e+04
1.0340900000e+06,3.1996890000e+14,2.5552372652e+00,5.2174080000e+33,1.3434440000e+04
1.0350900000e+06,3.1147360000e+14,2.5573731427e+00,4.8348410000e+33,1.2832780000e+04
1.0360900000e+06,3.0281180000e+14,2.5594547055e+00,4.4639480000e+33,1.2229610000e+04
1.0370900000e+06,2.9397060000e+14,2.5614809477e+00,4.1048770000e+33,1.1624890000e+04
1.0380900000e+06,2.8493540000e+14,2.5634508635e+00,3.7577900000e+33,1.1018560000e+04
1.0390900000e+06,2.7568960000e+14,2.5653614354e+00,3.4228630000e+33,1.0410590000e+04
1.0400900000e+06,2.6621380000e+14,2.5672121604e+00,3.1002910000e+33,9.8009090000e+03
1.0410900000e+06,2.5648590000e+14,2.5690010270e+00,2.7902910000e+33,9.1894730000e+03
1.0420900000e+06,2.4647960000e+14,2.5707255206e+00,2.4931020000e+33,8.5762270000e+03
1.0430900000e+06,2.3616390000e+14,2.5723831265e+00,2.2089930000e+33,7.9611140000e+03
1.0440900000e+06,2.2550170000e+14,2.5739723361e+00,1.9382690000e+33,7.3440770000e+03
1.0450900000e+06,2.1444760000e+14,2.5754896289e+00,1.6812760000e+33,6.7250530000e+03
1.0460900000e+06,2.0294550000e+14,2.5769314846e+00,1.4384130000e+33,6.1039810000e+03
1.0470900000e+06,1.9092440000e+14,2.5782953885e+00,1.2101450000e+33,5.4807920000e+03
1.0480900000e+06,1.7829230000e+14,2.5795758086e+00,9.9702270000e+32,4.8554180000e+03
1.0490900000e+06,1.6492640000e+14,2.5807687216e+00,7.9970820000e+32,4.2277850000e+03
1.0500890000e+06,1.4800620000e+14,2.5818680925e+00,6.0751520000e+32,3.5943190000e+03
1.0510890000e+06,1.1967300000e+14,2.5827989871e+00,4.5533910000e+32,3.3448700000e+03
1.0520890000e+06,9.5180860000e+13,2.5835478267e+00,3.3372880000e+32,3.0949430000e+03
1.0530890000e+06,7.4253050000e+13,2.5841387511e+00,2.3827000000e+32,2.8443870000e+03
1.0540890000e+06,5.6612620000e+13,2.5845959003e+00,1.6490060000e+32,2.5930740000e+03
1.0550890000e+06,4.1982910000e+13,2.5849408996e+00,1.0991030000e+32,2.3408990000e+03
1.0560890000e+06,3.0087690000e+13,2.5851928598e+00,6.9938040000e+31,2.0877720000e+03
1.0570890000e+06,2.0651120000e+13,2.5853708915e+00,4.1969200000e+31,1.8336250000e+03
1.0580890000e+06,1.3397490000e+13,2.5854895793e+00,2.3331210000e+31,1.5784070000e+03
1.0590890000e+06,8.0506150000e+12,2.5855645135e+00,1.1689430000e+31,1.3220950000e+03
1.0600890000e+06,4.3329340000e+12,2.5856077642e+00,5.0433270000e+30,1.0647140000e+03
1.0610890000e+06,1.9640800000e+12,2.5856293895e+00,1.7236410000e+30,8.0646830000e+02
1.0620890000e+06,6.5930890000e+11,2.5856379390e+00,3.9189500000e+29,5.4875720000e+02
